aeg50,kent taylor,,,,
aeg50,ellen drew,,,,
aeg50,h.b. warner,,,,
aeg50,horace macmahon,,,,
aeg50,william demarest,,,,
aeg60,larry parks,,"cantor's son, becomes singer",Al Jolson,
aeg60,al jolson,Nar,"singer, voice only",,
aeg60,william demarest,,"mentor, partner, manager",,AAN
aeg60,evelyn keyes,,"wife, breaks up",,
aeg60,ludwig donath,,,,
aeg60,tamara shayne,,,,
aeg60,bill goodwin,,,,
aeg60,scotty beckett,,,,
aeg60,john alexander,,,,
aeg70,eddie cantor,"cameo role, Nar",singer,,
aeg70,aline macmahon,,,,
aeg70,arthur franz,,,,
aeg70,gerald mohr,,,,
aes10,oliver hardy,ruler,American uncle,Piedmont,
aes10,stan laurel,innocent,Scotish nephew in kilt,Philip,
aes11,w.c. fields,,,,
aes11,louise brooks,,,,
aes70,edward arnold,,fat millionaire,,
aes70,jean arthur,,beloved,Lillian Russell,
aes70,binnie barnes,,,,
aes70,cesar romero,,,,
aes70,eric blore,,,,
aes74,stuart erwin,,,,
aes74,george burns,,,,
aes74,gracie allen,,,,
aes80,oliver hardy,,,,
aes80,stan laurel,,,,
aes80,jean parker,,,,
aes80,reginald gardiner,,,,
aes85,john barrymore,,scientist,,
aes85,john howard,,boyfriend,,
aes85,margaret hamilton,,housekeeper,,
aes85,thurston hall,,"inventor, professor",,
aes85,oscar homolka,,crook,,
aes85,mary gordon,,,,
aes85,maria montez,,model,,
aes85,shemp howard,,,,
aes85,judith anderson,,mean lady,,
aes90,allan jones,,,,
aes90,nancy kelly,,marries,,
aes90,bud abbott,Com,,,
aes90,lou costello,Com,,,
aes90,bob cummings,,,,
aes90,leo carillo,,,,
aes90,mary boland,,,,
aes100,george raft,,,,
aes100,vera zorina,,,,
aes100,charles butterworth,,,,
aes100,george macready,,,,
aes100,elizabeth patterson,,,,
aes100,marlene dietrich,cameo role,,,
aes100,jeanette macdonald,cameo role,,,
aes100,dinah shore,cameo role,,,
aes100,w.c. fields,,,,
aes100,sophie tucker,cameo role,,,
aey16,ian holm,,negligence lawyer,Mitchell Stephens,
afl10,stephen baldwin,,"student, heterosexual",,
aho1,robin mattson,,"nice girl, falls for jock",,
ag20,antonin artaud,,,,
ag20,conrad veidt,psychopath,marquis,deSade,
ag40,antonin artaud,,,,
agh1,ed harris,,"policeman, killer",,
agh10,julie delpy,,nazi girlfriend,,
agh15,maggie smith,,,,
agh19,jennifer jason leigh,,"shy, plain girl, blooms",Catherine,
agh19,albert finney,,"disappointed father, widower",Dr.Sloper,
agl10,armand assante,,"sex machine, pianist",,
agl10,antonio banderas,,"younger, sad brother, trumpet player, song writer",,
agl10,talisa soto,,trumpeter's abondoned girlfriend,,
agl10,desi arnaz~jr.,,show host,Desi Arnaz,
agl10,maruschka detmers,,"scholarly beauty, loves trumpeter",,
agl12,sean connery,,,,
agl12,kate capshaw,,,,
agl12,ruby dee,,,,
agl12,ed harris,,,,
agr10,richard boone,,richest man,Masten Thrust,
ahb20,frederick stafford,,agent,OSS 117,
ahb20,mylene demongeot,,,,
aie10,kris kristofferson,Mus,musician,Kris Kristofferson,
aii1,gianna maria canale,love interest,conquest,Suzanne,
aii3,gary lockwood,,blackjack dealer,Tony Vincenzo,
aii3,elke sommer,,hijacks armored car,Anne,
aja1,laura sangiacomo,,"trendy wife, seeks adventure",Nina,
aja1,paul rhys,,sexy photographer,,
aja1,michael okeefe,,"journalist, interviews wife",,
ajd10,sophie marceau,,,Fanfan,
ajg50,stan laurel,,"gets job as maid. fails, becomes street cleaner, wins education",,
ajg50,oliver hardy,,"gets job as butler, fired upon, becomes street cleaner, wins education",,
ajg50,james finlayson,,employer,Mr.Vanderevere,
ajg50,forrester harvey,,"Oxford butler, reconizes Stan as Lord Paddington with amnesia",Meredth,
ajg50,peter cushing,,"trick-playing Oxford student, threatens",,
ajo10,jamie lee curtis,,"affected by mother's letters, starts affair with older man",,
ajo10,james keach,,lover,,
ajo10,amy madigan,,,,
ajp1,jane fonda,,high-bracket call girl,Bree,
ajp1,donald sutherland,,"policeman, leaves force",,
ajp1,roy scheider,,"research scientist, disappears",,
ajp1,dorothy tristan,,,,
ajp1,anthony holland,,,,
ajp2,paula prentiss,,,,
ajp2,hume cronyn,,,,
ajp3,robert redford,,investigative reporter,Bob Woodward,
ajp3,jack warden,,editor,Harry Rosenfeld,
ajp3,martin balsam,,,,
ajp3,jane alexander,,,,AAN
ajp5,jill clayburgh,,,,
ajp5,candice bergen,,,,
ajp5,kevin bacon,,,,
ajp6,jane fonda,,,,
ajp6,kris kristofferson,,,,
ajp6,hume cronyn,,,,
ajp7,meryl streep,,Polish concentration camp survivor,,AA
ajp7,kevin kline,,,,
ajp7,peter macnicol,,,,
ajp15,harrison ford,,"lawyer, suspect",,
ajp15,raul julia,,lawyer,Sandy Stern,
ajp15,greta scacchi,,"sexy colleague, lover, murdered",,
ajp15,brian dennehy,,prosecutor,,
ajp15,paul winfield,,judge,,
ajp25,julia roberts,,"fragile, determined law student",,
ajp25,denzel washington,,"reporter, wants her story",,
ajp25,robert culp,,addled president,,
ajp25,hume cronyn,,,,
ajp25,john heard,,,,
ajp29,harrison ford,"hero, agent","righteous police sergeant, finds IRA stash",Tom OMara,
ajp29,ruben blades,sidekick,"cop, makes mistake, killed by Frankie",Eddie,
ajs1,lina basquette,,"chorus girl, faithful",,
ajs1,richard barthelmess,victim,"delinquent kid, killed villain, must hang",,
ajs1,alice joyce,,weepy mother,,
ajs1,thelma todd,,rich tease,,
ak50,pierre fresnay,,wants to go to sea,Marius,
ak50,raimu,,father,C\`esar,
ak57,merle oberon,victim,wife,,
ak57,binnie barnes,victim,wife,,
ak57,wendy barrie,victim,wife,,
ak57,elsa lanchester,victim,wife,,
ak90,vivien leigh,love interest,Her,"dancer, becomes Lady, rejected",
ak90,alan mowbray,wimp,"husband, ambassador",Sir Hamilton,
ak90,sara allgood,,dry,Lady Nelson,
ak90,henry wilcoxon,,captain,Hardy,
ak90,heather angel,,queen,of Naples,
ake1,madonna,,singer,,
ake1,sandra bernhard,sidekick,pal,,
ake5,joe pesci,,feisty homeless man,,
ake5,moira kelly,,roommate,,
akj11,james mason,,mystery novelist,,
akj11,angie dickinson,,old flame,,
akj11,ed nelson,,writer,,
akj12,david wayne,,"mild-mannered executive, driven insane",,
akj13,robert redford,,thief,,
akj13,barry morse,,"boyfriend, plots",,
akj14,michael parks,,medical student,,
akj15,bob newhart,,henpecked,,
akj15,jane withers,,"nag, scared",,
akj16,diana hyland,,socialite,,
akj16,jeremy slate,,"young engineer, corresponds",,
akj16,mildred dunnock,,"realistic surrogate mother, killed",,
akj16,abraham sofaer,,scheming mystic,,
akj17,felicia farr,villain,shapely tease,,
akj17,bruce dern,"innocent, victim","accused of peeping, killed",,
akj17,david white,sidekick,husband,,
akj19,bradford dillman,,"suspect, falsely convicted, plots revenge",,
akj19,dabney coleman,,police sergeant,,
akj20,margaret leighton,,"spinster, goes mad",,
akj20,carl benton reid,,"grandfather, captain",,
akj21,j.d. cannon,,dishonest developer,,
akk7,toshiro mifune,,,i,
akk7,takashi shimura,,,,
akk11,toshiro mifune,villain,"vicious bandit, rapes, murders",,
akk11,takashi shimura,,"firewood collector, eyewitness",,
akk12,machiko kyo,,,,
akk14,toshiro mifune,,warrior,,
akk14,takashi shimura,,,,
akk15,takashi shimura,,"ordinary businessman, dying",,
akk20,toshiro mifune,,unemployed samurai,,
akk22,toshiro mifune,,"executive, threatened by kidnapping",,
akk23,toshiro mifune,,samurai,,
akk30,richard gere,,cousin from Hawaii,,
ako10,jon voight,,"distrusted convict, escapee",,AAN
ako10,eric roberts,,"trustee convict, escapee",,AAN
ako10,kenneth mcmillan,,"yound, hi-tech dispatcher",,
ako15,kurt russell,,cop,,
ako15,tom hulce,,Stalin's projectionist,,
aku10,nancy allen,,,,
al8,charles boyer,,archduke,,
al8,danielle darrieux,,innocent girl,,
al10,claudette colbert,,"refugee, becomes servant",,
al10,charles boyer,,"refugee, becomes servant",,
al10,basil rathbone,,,,
al10,anita louise,,,,
al10,melville cooper,,,,
al10,isabel jeans,,,,
al11,edward g. robinson,,"doctor, studies criminality, gets involved",Clitterhouse,
al11,allen jenkins,,crook,Okay,
al11,donald crisp,,,,
al11,gale page,,faithful nurse,,
al11,henry oneill,,inspector,,
al11,john litel,,,,
al12,charles boyer,,nobleman,,
al12,bette davis,love interest,governess,,
al12,barbara oneil,,"wife, murdered",,AAN
al12,virginia weidler,,,,
al12,helen westley,,,,
al12,henry daniell,,,,
al12,harry davenport,,,,
al12,walter hampden,,,,
al12,george coulouris,,,,
al12,montagu love,,,,
al13,john garfield,,hardened criminal,,
al13,pat obrien,,,,
al13,ann sheridan,,,,
al13,burgess meredith,,,,
al13,jerome cowan,,,,
al13,henry oneill,,,,
al13,john litel,,,,
al14,edward g. robinson,,,,
al14,paul lukas,,spy,,
al14,george sanders,,,,
al14,james stephenson,,,,
al16,jimmy cagney,,blinded boxer,,
al16,ann sheridan,,,,
al16,frank craven,,,,
al16,donald crisp,,,,
al16,arthur kennedy,,,,
al16,frank mchugh,,,,
al16,george tobias,,,,
al20,henry fonda,villain,decent man becomes murderer,,
al21,burt lancaster,,,,
al21,ann richards,,,,
al21,wendell cory,,,,
al21,ed begley,,,,
al21,leif erickson,,,,
al22,olivia dehavilland,,patient,,AAN
al22,mark stevens,,,,
al22,celeste holm,,,,
al22,glenn langan,,,,
al22,leif erickson,,,,
al22,beulah bondi,,,,
al22,lee patrick,,,,
al22,natalie schafer,,,,
al26,ingrid bergman,,fake successor to the Russian throne,Anastasia,AA
al26,yul brynner,,scheming White Russian exile,,
al26,helen hayes,,,,
al26,martita hunt,,,,
al26,akim tamiroff,,,,
al26,felix aylmer,,,,
al26,ivan desny,,,,
al26,natalie schafer,,,,
al27,yul brynner,,,,
al27,deborah kerr,,,,
al27,jason robards~jr.,,,,
al27,robert morley,,,,
al27,e.g. marshall,,,,
ala10,j.carrol naish,,old,Dr.Frankenstein,
ala10,lon chaney~jr.,,"imbecile, decapitates virgins",,
ala10,regina carrol,,"sings, addict, bitten",,
ala10,anthony eisley,,,,
ala10,russ tamblyn,,biker,,
ala10,jim davis,,,,
ala50,sondra currie,,,,
ala50,regina carrol,,,,
ala50,jennifer bishop,,,,
ala50,geoffrey land,,,,
ala50,ben frank,,,,
alb10,reggie nalder,,revived vampire,,
alb10,michael pataki,,American vampire,,
alb10,jose ferrer,,savior,,
alc10,patrick dewaere,,"traveling salesman, jailed",,
alc14,sophie marceau,,teenage heartthrob,Madeleine of Saint-Ilette,
alc20,gerard depardieu,,celebrated court musician,Marin Marais,
ale1,george sanders,,"stockbroker, leaves family to paint",,
ale1,herbert marshall,,author,Somerset Maugham,
ale1,steve geray,,,,
ale1,florence bates,,,,
ale1,heather thatcher,,,,
ale1,eric blore,,,,
ale1,albert basserman,,,,
ale2,george sanders,,"decadent lord, wants to stay young",Henry Wooton,
ale2,angela lansbury,,gullible victim,,
ale2,donna reed,,,,
ale2,lowell gilmore,,,,
ale2,peter lawford,,,,
ale4,james mason,,ghost of sea captain,,
ale4,ava gardner,,"American playgirl, loves captain, suicide",,
ale4,harold warrender,,,,
ale4,nigel patrick,,,,
ale4,sheila sim,,,,
ale4,john laurie,,,,
ale4,marius goring,,,,
ale7,cyril cusack,,,,
ale7,peter bull,,,,
alg11,peter cushing,hero,traveller,VanHelsing,
alg11,christopher lee,villain,"count, returns",Dracula,
alg11,caroline munro,victim,victim,,
alh8,shirley temple,"innocent, savior","waif, pawned",,
alh8,adolphe menjou,,gambler,,
alh8,charles bickford,,,,
alh8,lynne overman,,,,
alh8,willie best,,,,
alh21,loretta young,,socialite,,
alh21,ray milland,scientist,doctor,,
alh21,edmund gwenn,,,,
alh21,reginald gardiner,,,,
alh21,charles halton,,,,
alh24,edward everett horton,,fussy angel,,
alh24,evelyn keyes,,,,
alh24,claude rains,,"hellish executive, pilot",,
alh24,donald mcbride,,,,
alh24,halliwell hobbes,,,,
alh30,cary grant,,producer,,
alh30,janet blair,,boy with dancing caterpillar,,
alh30,william demarest,,,,
alh30,howard freeman,,,,
alh30,john abbott,,,,
alh38,jane wyman,,divorcing,,
alh38,ray milland,,divorcing,,
alh38,aldo ray,,,,
ali10,bill murray,,mad attorney,,
ali10,peter boyle,,excentric journalist,,
ali10,bruno kirby,,,,
ali10,rene auberjonois,,,,
ali10,r.g. armstrong,,,,
ali15,christopher penn,,,,
ali15,eric stoltz,,,,
alj1,anne bancroft,,polish actress,,
alj1,tim matheson,,"pilot, luitenant",,
alj1,christopher lloyd,,,,
alj1,jose ferrer,,Polish actor,,
