LMi1,The Last Days of Pompeii,1908,History,Italy
LMi5,Nero and the Burning of Rome,1909,History,Italy
LMi23,Autumn Sunset Dream,1911,Drama,
LMi25,The Ship with the Lions,1912,Drama,Italy
LMi35,The Lion of Venice,1914,Drama,Italy
DWG02,At the French Ball,1908,,
DWG03,Calamitous Elopement,1908,,
DWG1,The Adventures of Dolly,1908,,
DWG3,For the Love of Gold,1908,,
DWG5,The Call of the Wild,1908,,
DWG6,Lines of White on a Sullen Sea,1908,,
DWG7,The Sealed Room,1909,Drama,
DWG8,A Corner in Wheat,1909,Drama,USA
DWG9,The Lonely Villa,1909,Drama,
DWG10,The Life of Edgar Allen Poe,1909,biographical Picture,
DWG11,The Curtain Pole,1909,comedy,
DWG15,Song of the Wildwood Flute,1910,western,
DWG16,Love Among the Roses,1910,,
DWG25,The Lonedale Operator,1911,,
DWG26,Paradise Lost,1911,,
DWG27,Enoch Arden,1911,Drama,
DWG29,The Cowboy Doctor,1911,,
DWG33,Man's Genesis,1912,,
DWG35,The Musketeers of Pig Alley,1912,,
DWG40,The Raven,1912,biographical Picture,
DWG47,The New York Hat,1912,,New York
DWG49,The Battle at Elderbush Gulch,1913,western,USA
DWG50,Judith of Bethulia,1913,Drama,
DWG51,The Clansman,1915,epic,USA
DWG52,Intolerance,1916,"Drama, epic",
DWG53,Hearts of the World,1918,,
DWG55,The Greatest Question,1919,Drama,
DWG57,Broken Blossoms,1919,Drama,
DWG58,True Heart Susie,1919,romantic,
DWG64,Way Down East,1920,Drama,USA
DWG66,One Exciting Night,1922,,
DWG67,Orphans of the Storm,1922,epic,France
DWG71,America,1924,"western, Drama",USA
DWG72,Isn't life Wonderful,1924,"Documentary, Drama",Germany
DWG75,Screen Snapshots,1926,,
DWG80,Abraham Lincoln,1930,biographical Picture,"DC, IL"
Z0210,Romeo and Juliet,1908,romantic,
Z0220,Romeo and Juliet,1908,romantic,
Z0230,Romeo and Juliet,1908,romantic,
Z0240,Romeo and Juliet,1911,romantic,
Z0250,Romeo and Juliet,1911,romantic,
Z0260,Romeo and Juliet,1916,romantic,
Z0270,Romeo and Juliet,1916,romantic,
EiC10,Le Binetoscope,1909,cartoon,
GdL10,"Marin Valiero, Doge of Venice",1909,History,Italy
MCs2,The Pilgrim's Progress,1912,Drama,
MCs3,Macbeth,1913,Drama,
MCs10,Love Everlasting,1913,Drama,France
WMk10,Gertie the Dino,1909,cartoon,
FkP10,All on Account of Milk,1910,romantic,
GlS10,The Merchant of Venice,1910,Drama,Italy
ISB10,Life of Moses,1910,biographical Picture,
ThB10,The Old Curiosity Shop,1913,Drama,
ThB30,The Old Curiosity Shop,1921,Drama,
ThB50,Young Woodley,1930,,
ThB55,Hobson's Choice,1931,Drama,
ThB65,Those Were the Days,1934,,
ThB70,The Old Curiosity Shop,1935,,
ThB80,Lucky to Me,1939,,
UgF10,Salome,1910,Drama,
UgF12,Francesca di Rimini,1911,romantic,
APv10,Dante's Inferno,1911,,
APv11,Homer's Odyssey,1911,adventure,
AuB10,The Vampire Dancer,1911,Drama,
LcP15,L'Enfant de Paris,1913,,
OrM10,Clios and Phyletes,1911,,
ThI10,Little Dove's Romance,1911,western,USA
ThI18,Battle of the Red Men,1912,western,
ThI20,Custer's Last Fight,1912,,
ThI33,The Death Mask,1914,western,USA
ThI40,Civilization,1915,Fant,
ThI60,Human Wreckage,1924,,
ThI65,Custer's Last Fight,1925,western,USA
UrG10,The Aviator's Generosity,1911,Drama,
WmH10,A Tale of Two Cities,1911,Drama,
ADw5,Maiden and Men,1912,Drama,
ADw6,Their Hero Son,1912,Drama,
ADw17,Robin Hood,1922,adventure,England
ADw22,The Iron Mask,1922,adventure,
ADw27,Manhandled,1924,romantic,
ADw35,Heidi,1937,romantic,Austria
ADw40,Rebecca of Sunnybrook Farm,1938,Drama,USA
ADw41,Suez,1938,,Egypt
ADw45,The Three Musketeers,1939,violence,France
ADw52,Around the World,1943,musical,"Europe, Pacific"
ADw60,Sands of Iwo Jima,1949,violence,Pacific
ADw70,Cattle Queen of Montana,1954,western,MT
ADw72,Passion,1954,western,Canada
ADw75,Tennessee's Partner,1954,western,Canada
ADw78,Pearl of the South Pacific,1955,adventure,Pacific
ADw80,Slightly Scarlet,1956,Drama,USA
AEG25,The Ghost Breaker,1922,,
AEG37,Baby Face,1933,Drama,
AEG39,I Loved a Woman,1933,,
AEG41,Dangerous,1935,Drama,
AEG50,The Gracie Allen Murder Case,1935,mystery,
AEG60,The Jolson Story,1946,"biographical Picture, musical",New York
AEG70,The Eddie Cantor Story,1953,"biographical Picture, musical",New York
JCw16,Step On It,1922,,
JCw41,Bringing Up Father,1928,Comd ,
JCw44,Our Modern Maidens,1929,romantic,USA
JCw47,The Unholy Three,1930,,
JCw50,Just a Gigolo,1931,comedy,
JCw51,Ars\`ene Lupin,1932,,
JCw53,Red-headed Woman,1932,Drama,
JCw57,Viva Villa,1934,epic,Mexico
JCw61,A Tale of Two Cities,1935,Drama,"England, France"
JCw62,Libeled Lady,1936,romantic,
JCw63,Sarasota,1937,,
JCw64,A Yank at Oxford,1938,,
JCw65,Too Hot To Handle,1938,,
JCw67,Lady of the Tropics,1939,,
JCw68,Boom Town,1940,,
JCw69,Love Crazy,1940,,
JCw70,Honky Tonk,1940,,
JCw73,Dragon Seed,1944,,
JCw75,The Hucksters,1947,,
JDu10,Comedy of the absurd,1912,comedy,
MaT10,Alias Jimmy Valentine,1915,Cops and Robbers,
MaT25,The Pride of the Clan,1917,Drama,
MaT27,Poor Little Rich Girl,1917,Drama,
MaT40,Au nom de la loi,1931,Cops and Robbers,
LMe10,Queen Elizabeth,1912,biographical Picture,England
LoW3,How Men Propose,1913,Drama,
LoW5,Where are My Children,1916,Drama,
LoW10,The Dumb Girl of Portici,1916,,
LoW11,"The Juvenile Dancer Supreme, Lena Basquette in a Group of Classical Dances",1916,musical,
LoW20,The Dance of Love,1920,,
LoW21,Shoes,1920,,
ME40,Nelson,1919,,
ME60,The Elusive Pimpernel,1912,,France
ME100,The Hound of the Baskervilles,1921,,England
MEl130,Balalava,1928,,
MEl150,The School for Scandal,1930,,
ME180,The Lodger,1932,thriller,England
ME200,The Tunnel,1934,,
ME240,The Spider,1940,thriller,England
ME270,Beware of Pity,1946,,
ME300,My Wife's Lodger,1952,,
MSe10,Dough and Dynamite,1914,comedy,
MSe15,Fatty and Mabel at the San Diego Exposition,1915,comedy,Canada
MSe18,Fatty and Mabel's Simple Life,1915,comedy,Canada
MSt10,Vampyren,1912,,
MSt20,Sir Arne's Treasure,1919,,
MSt30,Erotikon,1920,"comedy, Drama",Sweden
MSt40,The Saga of Gosta Berlin,1924,romantic,Sweden
MSt50,The Blizzard,1926,,
MSt53,The Temptress,1927,Drama,"Argentinia, France"
MSt55,Hotel Imperial,1927,,
MSt60,Street of Sin,1928,,
SiO10,From the Manger to the Cross,1912,History,Palestine
SiO30,Monsieur Beaucaire,1924,History,Palestine
VSj1,Tradgardsmastaren,1912,Drama,
VSj3,The Phantom Carriage,1920,,
VSj5,He Who gets Slapped,1924,,
VSj6,The Scarlet Letter,1926,Drama,USA
VSj7,The Divine Woman,1927,biographical Picture,France
VSj8,The Wind,1927,Drama,TX
Z1210,Within the Law,1912,Cops and Robbers,
Z1220,Within the Law,1917,Cops and Robbers,
Z1230,Within the Law,1923,Cops and Robbers,
ElR10,The Last Days of Pompeii,1913,Drama,
NOx10,Il Cadavere Vivente,1913,,
NOx20,Rhapsodia Satanica,1917,romantic,
AcG10,"Fedora, or Piu Forte dell'Odio e Amore",1913,Drama,
BuG10,Blade O'Grass,1915,western,
CDM0,California,1913,musical,
CDM1,The Squaw Man,1913,western,USA
CDM3,The Virginian,1914,Drama,
CDM5,Brewster's Millions,1914,Drama,
CDM6,Rose of the Rancho,1914,Drama,
CDM7,The Ghost Breaker,1914,Drama,
CDM8,Call of the North,1915,,
CDM9,The Girl of the Golden West,1915,Drama,USA
CDM10,The Wild Goose Chase,1915,,
CDM11,The Warrens of Virginia,1915,,
CDM12,The Arab,1915,,
CDM13,The Goose Girl,1915,,
CDM15,Carmen,1915,Drama,Spain
CDM16,Maria Rosa,1915,,
CDM17,The Captive,1915,Drama,Yugoslavia
CDM18,The Cheat,1915,Drama,
CDM19,The Trail of the Lonesome Pine,1916,Drama,
CDM22,"Joan, the Woman",1917,Drama,
CDM32,The Squaw Man,1918,western,USA
CDM40,The Affairs of Anatol,1921,romantic,New York
CDM44,Adam's Rib,1923,,
CDM45,The Ten Commandments,1923,epic,"Egypt, Palestine"
CDM51,The King of Kings,1927,epic,Palestine
CDM52,Madame Satan,1930,,New York
CDM54,The Godless Girl,1931,,
CDM55,The Squaw Man,1931,Drama,USA
CDM56,The Sign of the Cross,1932,epic,Italy
CDM59,Cleopatra,1934,Drama,Egypt
CDM60,The Crusades,1935,,
CDM64,The Plainsman,1936,western,"MO, KA"
CDM68,The Buccaneer,1938,"adventure, epic",
CDM73,Union Pacific,1939,,USA
CDM75,Reap the Wild Wind,1942,epic,
CDM77,Unconquered,1947,epic,USA
CDM78,Samson and Delilah,1949,"romantic, epic",Palestine
CDM79,The Greatest Show on Earth,1952,epic,
CDM80,The Ten Commandments,1956,epic,"Egypt, Palestine"
EGz10,Anthony and Cleopatra,1913,Drama,
GBS10,The Perils of Pauline,1913,Drama,
GBS20,The Fatal Ring,1917,Drama,
GBS30,Velvet Fingers,1921,Drama,
GBS40,The Sky Ranger,1925,Drama,
GBS42,The Vanishing American,1925,Documentary,USA
GBS90,The Woman in his Life,1935,Drama,
GBS92,The Last of the Mohicans,1936,"western, Drama",New York
GBS93,A Family Affair,1936,Drama,
GBS95,You're Only Young Once,1938,Drama,
GBS96,Judge Hardy's Children,1938,Drama,
GBS97,Love Finds Andy Hardy,1938,Drama,
GBS98,Out West With the Hardys,1938,Drama,
GBS100,6000 Enemies,1939,Drama,
GBS102,The Hardys Ride High,1939,Drama,
GBS103,Judge Hardy and Son,1939,Drama,
GBS110,Andy Hardy Meets a Debutante,1939,comedy,
GBS115,Kit Carson,1940,western,USA
GBS120,Sky Murder,1940,Drama,
GBS130,Andy Hardy's Private Secretary,1941,comedy,
GBS132,Life Begins for Andy Hardy,1941,comedy,
GBS140,China Caravan,1942,Drama,
GBS144,The Courtship of Andy Hardy,1942,comedy,
GBS145,Andy Hardy's Double Life,1942,comedy,
GBS150,Andy Hardy's Blonde Trouble,1944,comedy,
BHd10,East Lynne,1913,Drama,
DGP1,Raja Harishchandra,1913,Drama,
HBn5,Ivanhoe,1913,violence,
HBn8,Neptune's Daughter,1914,Fant,Bermuda
HBn10,The Kreuzer Sonata,1913,,
HBn12,War Brides,1916,,
HBn15,The Passing of the Third Floor Back,1918,,
HBn18,The Sign on the Door,1921,,
HBn21,The Spanish Dancer,1923,,
HBn25,Peter Pan,1924,romantic,
HBn30,Beau Geste,1926,violence,
HBn40,Beau Ideal,1931,violence,
HHS1,The White Goddess of the Wangora,1913,Drama,Togoland
HHS3,The Heroes of Paratau,1914,Drama,Togoland
HHS6,The Outlaw of the Sudu Mountains,1914,Drama,Togoland
HHS8,Odd Man Out,1914,Drama,Togoland
HHS9,Deutsche in Sudan,1914,Documentary,Togoland
HHS12,Eine Weisse unter Kannibalen,1919,Documentary,Africa
HHS13,Ein Abenteurer,1920,Documentary,Africa
HHS14,Tropengift,1920,Documentary,Africa
HHS15,Goldfieber,1920,Documentary,Africa
HHS16,Im Kampf um die Diamantfelder,1921,Documentary,Africa
HHS22,Geheimbundrieten der Frauen in Liberia,1923,Documentary,Liberia
HHS24,Mensch und Tier im Urwald,1924,Documentary,Liberia
HHS26,"Fahrten und F\""ahrten",1926,Documentary,Togoland
HHS28,Verlorenes Land,1926,Documentary,Togoland
HHS36,Das Letzte Paradis,1932,Documentary,Liberia
HHS38,Die Wildnis Stirbt,1933,Documentary,Liberia
HHS48,"Frauen, Masken, und Dam\""onen",1948,Documentary,Liberia
HHS50,Abschied von Afrika,1956,Documentary,Africa
PW1,The Student of Prag,1913,,
PW2,"R\""ubezahls Hochzeit",1916,,
PW3,"Der Rattenf\""anger von Hameln",1918,,
PW4,Der Golem,1920,,
Z4210,Tarzan the Ape Man,1913,adventure,
Z4215,Romance of Tarzan,1918,adventure,
Z4220,Return of Tarzan,1920,adventure,
Z4222,Son of Tarzan,1920,adventure,
Z4225,Adventures of Tarzan,1921,adventure,
Z4230,Tarzan and the Golden Lion,1927,adventure,
Z4240,Tarzan the Mighty,1928,adventure,
ADA10,The Memory of the Other,1914,comedy,
AK1,The Duped Journalist,1914,,
AK19,The Man with the Golden Touch,1918,,
AK26,The Prince and the Pauper,1920,,
AK40,The Private Life of Helen of Troy,1927,,
AK45,Her Private Life,1929,,
AK49,The Princess and the Plumber,1931,,
AK50,Marius,1931,Drama,France
AK57,The Private Life of Henry VIII,1933,,
AK58,The Girl from Maxim's,1933,,
AK59,The Private Life of Don Juan,1934,Drama,
AK78,Rembrandt,1936,,
AK90,That Hamilton Woman,1941,"biographical Picture, romantic","Italy, Atlantic"
AK96,An Ideal Husband,1947,comedy,
CC1,Making A Living,1914,Drama,
CC43,The Tramp,1915,Drama,
CC50,Shangheid,1916,comedy,
CC52,A Night at the Show,1916,comedy,
CC62,The Immigrant,1917,comedy,
CC64,The Adventurer,1917,,
CC66,A Dog's Life,1918,comedy,
CC68,Shoulder Arms,1918,Drama,
CC70,The Kid,1920,Drama,
CC72,Shoulder Arms,1922,Drama,
CC73,The Gold Rush,1925,Drama,Alaska
CC75,The Circus,1927,comedy,
CC76,City Lights,1931,,
CC77,Modern Times,1936,,
CC78,The Great Dictator,1940,comedy,Germany
CC79,The Gold Rush,1942,,Alaska
CC80,Monsieur Verdoux,1947,comedy,France
CC80,Limelight,1952,Drama,
CC82,A King in New York,1957,,
CC83,A Countess from Hong Kong,1966,,
CGl10,La donna nuda,1914,comedy,
CGl25,Malombra,1917,,
CGl35,Maman poupee,1920,,
CGl42,Fabiola,1923,epic,
CGl44,Mesalina,1924,epic,
CGl46,Quo Vadis,1925,epic,
CGl48,The Last Days of Pompeii,1926,epic,
CGl55,Pawns of Passion,1928,,
CGl70,Madame Butterfly,1939,,
CGl75,Manon Lescaut,1940,,
CGl85,La Traviata,1947,,
CGl90,Faust and the Devil,1949,,
CGl95,La Forza del Destino,1951,,
CGl103,Tosca,1956,,
CGl107,Michel Strogoff,1959,,
CGl109,Cathage in Flames,1959,,
CGl115,Carmen di Travestere,1962,Drama,
CoC10,The Spoilers,1914,,AK
CWl10,Der Stolz der Firma,1914,comedy,
ECs10,In The Land of the War Canoes,1914,"Documentary, Drama",Oceania
El9,Schuhpalast Pinkus,1915,comedy,
El13,Wenn Vier Dasselbe Tun,1917,comedy,
El15,"Ein Fideles Gef\""angnis",1918,comedy,
EL19,Die Augen der Mumie Ma,1918,Drama,"Egypt, Germany, France"
EL21,Gipsy Blood,1918,Drama,Spain
EL28,Meyer in Berlin,1919,comedy,Germany
EL29,Die Austernprinzessin,1919,Drama,
EL31,Madame Dubarry,1919,Drama,
EL32,Die Puppe,1919,,
EL33,Romeo und Julia im Schnee,1920,comedy,
EL34,"Kohliesel's T\""ochter",1920,comedy,Germany
El35,"Ich M\""ochte Kein Mann Sein",1920,comedy,
EL36,Sumurun,1920,Drama,
EL37,Anna Boleyn,1920,Drama,
EL38,Die Bergkatze,1921,Drama,
EL39,Das Weib des Pharao,1922,Drama,Egypt
EL40,Die Flamme,1923,Drama,France
EL41,Rosita,1923,,
EL42,The Marriage Circle,1924,romantic,
EL44,Forbidden Paradise,1924,"biographical Picture, romantic",Russia
EL46,Lady Windermere's Fan,1925,comedy,
EL48,The Student Prince,1927,romantic,Germany
EL49,The Patriot,1928,,
EL51,The Love Parade,1929,,France
EL52,Paramount on Parade,1930,musical,
EL53,Monte Carlo,1930,musical,Monte Carlo
EL54,The Smiling Luitenant,1931,musical,
EL55,The Man I Killed,1932,,France
EL56,One Hour With You,1932,"musical, romantic",France
EL57,Trouble in Paradise,1932,romantic,"Italy, France"
EL58,If I had a Million,1932,,
EL60,Design For Living,1933,,
EL61,The Merry Widow,1934,musical,France
EL62,Angel,1937,,
EL63,Bluebeard's Eighth Wife,1938,comedy,France
EL64,Ninotchka,1939,romantic,France
EL65,The Shop around the Corner,1940,romantic,Hungary
EL67,To Be or Not To Be,1942,comedy,Poland
EL68,Heaven Can Wait,1943,romantic,New York
EL69,Cluny Brown,1946,romantic,
PFo10,Cabiria,1914,"Drama, violence, epic",
PFo15,Il Fuoco,1915,Drama,
PFo20,Tigre Reale,1916,Drama,
PFo25,Hedda Gabler,1919,Drama,
ReB8,The Italian,1914,Drama,
ReB10,The Typhoon,1914,Drama,
ASa14,Bluebeard's Seven Wives,1926,Drama,
ASa29,The Sea Wolf,1930,Drama,
ASa30,Body and Soul,1931,Drama,
ASa31,Daddy Long Legs,1931,romantic,MA
ASa34,Rebecca of Sunnybrook Farm,1932,Drama,USA
ASa39,People Will Talk,1935,comedy,
ASa41,Winterset,1936,Drama,
ASa47,Our Leading Citizen,1939,Drama,
ASa49,Beyond the Blue Horizon,1942,Drama,
ASa50,Jack London,1943,biographical Picture,
ASa51,The Hairy Ape,1944,Drama,
ECa10,The Final Judgement,1915,,
ECa20,The trail to Yesterday,1918,,
ECa30,Rio Grande,1920,,
ECa40,San of the Sahara,1924,,
ECa50,Resurrection,1927,,
ECa55,Ramona,1928,,
ECa60,Evangeline,1929,,
ECa62,The Girl of the Golden West,1929,Drama,
ECa64,New Moon,1930,musical,
ECa65,The Spoilers,1930,adventure,Alaska
ECa75,Are We Civilized?,1934,,
GD1,Les Soeurs Ennemies,1915,,
GD2,Geo le Mysterieux,1916,,
GD3,Venus Victrix,1916,,
GD7,La Fete Espanole,1919,,
GD10,La Belle Dame Sans Merci,1920,,
GD13,La Souriante Madame Beudet,1923,,
GD19,La Coquille et le Clergyman,1926,Surr,
GMf20,Tennessee's Pardner,1915,romantic,
GMf21,Gentleman of Leisure,1915,Drama,
GMf40,Pettigrew's Girl,1919,romantic,New York
GMf50,The Sheik,1921,romantic,
GMf60,Dracula,1931,horror,Romania
GMf70,The Light That Failed,1940,Drama,England
GuS10,Assunta Spina,1915,Drama,
GuS12,The Woman of the Camelias,1915,Drama,
IGA30,The Little Red Schoolhouse,1923,,
IGA40,The Phantom Express,1925,,
IGA50,Alexander Hamilton,1931,biographical Picture,
IGA60,The Man Who Played God,1932,,
IGA70,Voltaire,1933,biographical Picture,
JGE10,Joyous Troublemakers,1920,comedy,
JGE18,Nero,1922,History,
JGE20,Queen of Sheba,1922,epic,
JGE25,It's the Law,1924,Drama,
JMa30,Asphalt,1929,Drama,Germany
JMa50,Music in the Air,1934,,
JMa60,The House of Seven Gables,1940,,
JMa70,Johnny Doen't Live Here Any More,1944,,
LaW10,The Corporal's Daughter,1915,comedy,
LFl30,Les Vampires,1915,horror,
LFl50,Fantomas,1916,Crim,
LFl70,Judex,1917,Cops and Robbers,France
RaW2,The Thief of Bagdad,1924,adventure,
RaW13,What Price Glory,1926,,
RaW20,The Loves of Carmen,1927,comedy,
RaW24,Sadie Thompson,1928,,
RaW40,The Man Who Came Back,1930,,
RaW41,The Big Trail,1930,,
RaW44,The Yellow Ticket,1931,,
RaW47,The Bowery,1933,Drama,New York
RaW59,The Roaring Twenties,1939,"biographical Picture, musical, adventure",New York
RaW60,St.~Louis Blues,1939,musical,MO
RaW61,They Drive by Night,1940,,
RaW62,High Sierra,1941,Cops and Robbers,
RaW63,They Died With Their Boots On,1941,biographical Picture,Montana
RaW64,The Strawberry Blonde,1941,romantic,New York
RaW65,Manpower,1941,,
RaW66,Desperate Journey,1942,adventure,
RaW67,Northern Pursuit,1943,,
RaW70,Objective Burma,1945,,
RaW72,The Man I Love,1946,Drama,
RaW73,One Sunday Afternoon,1949,musical,New York
RaW74,White Heat,1949,,
RaW75,Colorado Territory,1949,western,USA
RaW77,Distant Drums,1951,western,USA
RaW78,Blackbeard the Pirate,1952,adventure,
RaW80,Gun Fury,1953,western,USA
RaW81,Sea Devils,1953,,
RaW82,Battle Cry,1954,romantic,USA
RaW85,Band of Angels,1957,Drama,LA
RaW87,The Naked and the Dead,1958,Drama,
RaW93,A Distant Trumpet,1964,,
SG10,Ceux de Chez Nous,1915,,
SG15,La Voyante,1925,,
SG20,Les Deaux Couverts,1932,,
SG25,Bonne Chance,1935,,
SG30,Le Roman d'un Tricheur,1936,comedy,
SG33,The Pearls of the Crown,1937,biographical Picture,
SG35,Quadrille,1938,,
SG37,Champes-Elyse\'es,1938,biographical Picture,
SG40,Ils Etaient Neuf Celibataires,1939,,
SG43,Le Destin Fabuleux de Desiree Clary,1942,biographical Picture,
SG45,Donne-moi Tes Yeux,1943,,
SG49,La Diable Boiteux,1948,,
SG50,Le Comedien,1949,,
SG54,La Poison,1951,mystery,
SG55,Debureau,1951,,
SG60,Versailles,1954,Drama,France
SG65,Napoleon,1955,,
SG66,Si Paris m'etait cont\'e,1955,Drama,France
SG69,Les Trois Font la Paire,1957,mystery,France
SG70,Le Vie a Dieux,1957,,
SG71,Assassins et Voleurs,1957,"comedy, mystery",France
WDT10,Going to the San Francisco World's Fair,1916,Documentary,
WDT17,Tom Sawyer,1917,,
WDT19,Johanna Enlists,1918,romantic,PA
WDT20,Huck and Tom,1918,,
WDT27,Anne of Green Gables,1919,Drama,
WDT31,Huckleberry Finn,1920,,
